,label,text,tense,direction,over-polarity
224,anger,"""My sister and I were fighting as usual. She's older tham I am, bigger built and stronger I couldn't win in a physical battle and in a verbal battle I couldn't seem to get through to her to really hurt her.""",,xxoth,xxneg
225,anger,Because I am the Captain of a basketball team I usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref. A lot of the time the girls can't be bothered or just forget - I usually have to fill in.,,xxoth,xxneg
226,joy,I came across a friend with whom I had lost touch for a long time.,xxpre xxpas xxfut,xxsel xxoth,xxpos
227,shame,"""I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants.""",,xxsel,xxneg
228,sadness,"""When I realized that my girlfriend, whom I like, and I were going to separate.""",xxpre xxpas,xxsel,xxneg
229,guilt,Not handing in homework in time.,xxpre xxpas xxfut,xxoth,xxneg
230,sadness,When I was accused of neglecting work for the wrong reasons.,xxpre xxpas,xxsel,xxneg
231,anger,People having a football match outside the window during the lecture.,,xxoth,xxneg
232,guilt,I failed to complete a working task within the agreed time.,xxpre xxpas xxfut,xxoth,xxneg
233,joy,When I passed the university entrance exam.  I had thus finished with a difficult period of my life and I was about to begin one which I had desired a lot.,xxpre xxpas xxfut,xxsel xxoth,xxpos
234,fear,Because of a conflict with my parents there was a possibility to interrupt my studies.,xxfut xxpas,xxsel,xxneg
235,anger,"""There was a sofa in my flat which belonged to the old tenants who were acquaintances.  It should have been picked up a year ago but they had postponed it.  Eventually they decided on one date and I stayed at home despite the fact that I had other things to do.  They did not come, nor did they call and they still have not got in touch with me.""",,xxoth,xxneg
236,sadness,"""I arranged with a friend to go skating the next day. He asked me to wake him up by telephone at twelve o'clock because we had come home late in the morning. Next day I called him - he was not at home. As something like that had happened to me several times before, I came to the conclusion that one cannot rely on anybody and I felt very sad.""",xxpre xxpas,xxsel,xxneg
237,anger,"""One day my room-mate started imitating me, doing what I had done a few hours back.  I got very angry and started beating him up.""",,xxoth,xxneg
238,disgust,When I had to finish those big amounts of homework in time.,xxpre xxpas xxfut,xxoth,xxneg
239,sadness,"""I remember the day my father died. I was 11 years old and my sadness was so great that until today I remember everything about that day, from the clothes I was wearing to the reactions of people, the despair of my mother and brother. It marked me a lot and was the greatest sadness I felt.""",xxpre xxpas,xxsel,xxneg
240,guilt,"""When my parents fight lots of time, when I'm the reason of the fight, I feel guilty.""",xxpre xxpas xxfut,xxoth,xxneg
241,disgust,When a friend didn't invite her own parents to her Graduation ceremony.,xxpre xxpas xxfut,xxoth,xxneg
242,fear,When I flew from Athens to Copenhagen after a holiday.  The plane was caught in a storm and it began to shake and I thouhght that we were going to crash.,xxfut xxpas,xxsel,xxneg
243,shame,"""When I hadn't studied for an exam, so I pretended to be sick so I wouldn't have to go to school. I lied to my mother - she realized I had been lying when she got home from work and found that I had been over to a friend's place.""",,xxsel,xxneg
244,fear,"""I had an appointment with a good friend. He came 3 hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time.""",xxfut xxpas,xxsel,xxneg
245,guilt,When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio.,xxpre xxpas xxfut,xxoth,xxneg
246,anger,I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent.,,xxoth,xxneg
247,shame,Asking someone to give me back the money I once lend him because I needed it myself.,,xxsel,xxneg
248,anger,I planned to travel a distance of 20 kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent.,,xxoth,xxneg
249,joy,I was very happy when I found out that I had passed with flying colours and that I had made it to the university.,xxpre xxpas xxfut,xxsel xxoth,xxpos
250,disgust,A person I know who tells lies and so pretending to be better than she is.,xxpre xxpas xxfut,xxoth,xxneg
251,disgust,When I entered a brothel and saw two sailors with a young prostitute who was not older than 18.,xxpre xxpas xxfut,xxoth,xxneg
252,joy,"""Inter-national sports events won by my favourite national team or player brings me joy, e.g when India won the World cup cricket match.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
253,fear,I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us.  However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road.,xxfut xxpas,xxsel,xxneg
254,anger,I had an accident with damage to the car body.,,xxoth,xxneg
255,sadness,My cat died painfully and slowly.,xxpre xxpas,xxsel,xxneg
256,guilt,When I deny something to my sister and after a while I feel sorry and try to bypass the situation.,xxpre xxpas xxfut,xxoth,xxneg
257,shame,Not doing well in an examn which was easy.,,xxsel,xxneg
258,shame,When I was caught with someone's daughter.,,xxsel,xxneg
259,joy,A party with friends on New Year's Eve.,xxpre xxpas xxfut,xxsel xxoth,xxpos
260,guilt,I felt guilty when I failed to take an exam though I had had enough time to read for it but I hadn't made use of it.,xxpre xxpas xxfut,xxoth,xxneg
261,fear,"""When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties.""",xxfut xxpas,xxsel,xxneg
262,joy,After 3 weeks I saw my girlfriend again.,xxpre xxpas xxfut,xxsel xxoth,xxpos
263,disgust,When my roommate came home at 10 in the morning after sleeping with a guy she did not know because she got drunk. (Se has a boyfriend too).,xxpre xxpas xxfut,xxoth,xxneg
264,shame,I wrote a letter to my father to ventilate my bottled up feelings. Afterwards I thought it was too negative.,,xxsel,xxneg
265,joy,When I passed my B.A exams.,xxpre xxpas xxfut,xxsel xxoth,xxpos
266,anger,When some friends betrayed my friendship.,,xxoth,xxneg
267,guilt,When I used to tell Mum I was going somewhere else than where I was (going).,xxpre xxpas xxfut,xxoth,xxneg
268,fear,Anatomy lesson and told we have to do it at night sometimes.,xxfut xxpas,xxsel,xxneg
269,disgust,I am disgusted at the number of second year students who are pregnant illegitimately.,xxpre xxpas xxfut,xxoth,xxneg
270,joy,When I found out I had passed all of my university exams.,xxpre xxpas xxfut,xxsel xxoth,xxpos
271,disgust,When I failed my first biochemistry test.,xxpre xxpas xxfut,xxoth,xxneg
272,fear,"""I was in the dark room, it's insecure and has holes covered with wooden sheets in the roof the establishment had already been assaulted and could be assaulted again.""",xxfut xxpas,xxsel,xxneg
273,disgust,"""I was listening to a priest in church saying how sinful man was, and how all men should renounce their desires and pleasures to please God. I could never understand how something that brings you joy could be a sin.""",xxpre xxpas xxfut,xxoth,xxneg
274,anger,Argument with roommate over a lock he had put on kitchen cupboard without telling anyone.,,xxoth,xxneg
275,disgust,When an untidy and heavyly drunk person made endeavours to approach me.,xxpre xxpas xxfut,xxoth,xxneg
276,joy,When they told me that I had been admitted to the faculty of medicine.,xxpre xxpas xxfut,xxsel xxoth,xxpos
277,sadness,I felt sad when my first boyfriend and I left each other. It was neither his fault nor mine.,xxpre xxpas,xxsel,xxneg
278,sadness,"""Looking up end-of-semester results, and finding I'd failed three out of seven (subjects).""",xxpre xxpas,xxsel,xxneg
279,disgust,"""A man whom I like, was drunk and tried to molest me.""",xxpre xxpas xxfut,xxoth,xxneg
280,shame,I told a lie about someone to someone else and they found out   and questioned me about it.,,xxsel,xxneg
281,joy,"""Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
282,fear,When there is danger nearby.,xxfut xxpas,xxsel,xxneg
283,joy,A friend came to tell me that her father invited me to go on holiday with them in Benidorm otherwise I could not afford to go on holiday.,xxpre xxpas xxfut,xxsel xxoth,xxpos
284,disgust,"""A similar feeling I felt quite recently while travelling in a taxi. The driver treated me roughly and dishonestly - he chose the longest route, he overdrawed almost one lev more and he tried to be intimate with me.""",xxpre xxpas xxfut,xxoth,xxneg
285,fear,I was within a hair's breadth of knocking down a drunkard who suddenly ran into the street.  The fear came later when I     realized what could have happened.,xxfut xxpas,xxsel,xxneg
286,sadness,My father's death in January 1983 moved me deeply.  The gloom prevailed for almost two years and I am still to recover from it.,xxpre xxpas,xxsel,xxneg
287,anger,I was stood up for a date function by someone who I really cared for.,,xxoth,xxneg
288,guilt,"""I promised my friends that I would take care of something, but I kept forgetting about it.  When they asked me about it, I promised to do it immediately.  However, I got started only after a couple of months.  I felt that I had betrayed my friends.""",xxpre xxpas xxfut,xxoth,xxneg
289,joy,The situation in which I felt happiest in my life was when I was with the person I love for the first time.,xxpre xxpas xxfut,xxsel xxoth,xxpos
290,fear,I had worries about a certain illness.,xxfut xxpas,xxsel,xxneg
291,sadness,At an unjust insult or injure.,xxpre xxpas,xxsel,xxneg
292,fear,Somebody told her friend that she would hit me wherever we would meet.,xxfut xxpas,xxsel,xxneg
293,sadness,When I left a man in whom I really believed.,xxpre xxpas,xxsel,xxneg
294,shame,"""I insulted two of my friends because I thought that had been gossiping about me right under my nose, however I later found out that they were not doing so.""",,xxsel,xxneg
295,guilt,"""I often feel guilty, and it has to do with other people, e.g. if I haven't visited my older relatives for a while.""",xxpre xxpas xxfut,xxoth,xxneg
